word,meaning
storm," n. 暴风雨
v. 猛攻,捣毁,起风暴
vi. 起风暴,强攻
vt. 猛攻,捣毁"
stamp," n. 印,邮票,打印器
vt. 捺印,顿足,贴上邮票"
stiff," adj. 坚硬的,严厉的,呆板的,不灵活的
adv. 僵硬地,彻底地
n. 死尸, 过于拘谨的人, 流浪汉, 吝啬鬼, 醉鬼
vt. 诈骗,失信,不给小费"
stiffen," v. 使...坚硬,变为浓粘,变为猛烈"
spray," n. 水沫,喷雾器
vt. &vi. 喷雾,扫射,喷射"
sort," n. 种类,样子,态度
v. 分类,整理,排序
n.[计算机] DOS命令 : 在字符型文件中进行数据排序, 或者将DOS命令的输出进行排序"
shatter," n. 碎片,乱七八糟的状态
vt. 打碎,破掉,散开
vi. 打破,脱落"
semiskilled, adj. 半熟练的
satisfy," vt. 使...满意, 使...信服
vi. 足够, 取悦"
roost," n. 栖木, 鸟窝, 休息所
v. 栖息, 安歇"
reverse," n. 相反; 背面; 失败, 挫折
adj. 反面的, 相反的, 颠倒的
v. 颠倒, 逆转, 倒退"
residential," adj. 住宅的,与居住有关的"
residence," n. 住处, 住宅, 居住"
reptile," adj. 爬虫类的
n. 爬行动物"
regardless," adj. 不注意的, 粗心的
adv. 不顾"
realization," n. 实现,领悟,实得"
questionnaire, n. 调查表
purchase," n. 购买, 购买的物品
n. 支点; 紧握, 抓紧
vt. 购买, 赢得; (用设备)举起, 移动"
publisher," n. 出版者, 发行人"
resident," adj. 居住的
n. 居民,旅客"
pry," v. 打听, 窥探, 用杠杆撬开
n. 窥探，杠杆，爱打探的人"
prosperity," n. 繁荣,兴旺"
prosperous," adj. 繁荣的, 兴旺的"
probe," n. 探针,调查,探测器
vt. 用探针测,详细调查
vi. 详细调查"
prevail," vi. 获胜, 盛行, 主导"
pleasure," n. 高兴, 愉快, 快事
vt. 使高兴
vi. 享受快乐, 高兴"
pleasant," adj. 令人愉快的,舒适的"
motif," n. 主题, 意念, 动机"
minimum," adj. 最低的, 最小的
n. 最小量, 最低限度"
manipulate," v. 操纵,利用,假造
[计算机] 操作"
magical, adj. 魔术的，有魔力的，神奇的
lung," n. 肺,呼吸器官"
limestone, n. 石灰石
lime," n. 石灰,酸橙,酸橙树,粘鸟胶,钙
vt. 施石灰,涂上粘性物质,沾上粘鸟胶
adj. 与石灰或石灰石相关的"
lesser," adj. 较少的, 较小的, 次要的"
larva, n. 幼虫，幼体
kiln," n. 窑,炉,干燥炉
v. 烧窑,在干燥炉干燥"
inscription,"n. n. 题字, 碑铭，铭文"
infant," adj. 婴儿的, 幼稚的, 初期的
n. 婴儿, 幼儿"
incubation, n. 孵化；[病毒][医] 潜伏；抱蛋
incorporate," vt.组成公司； 包含； 使混合； 使具体化
vi.包含； 吸收； 合并； 混合"
corporation," n. 公司, 法人, 集团"
imprint," vt. 刻上记号(加特征, 印刷, 盖印, 压印, 铭记)
n. 印记(痕迹, 特征, 印象)"
hostile," adj. 怀敌意的,敌对的"
groove," n. 凹槽,惯例
vt. 开槽
vi. 开槽, 使...快活"
graphic," adj. 生动的,图表的
n. 图表"
granite, n. 花岗岩；坚毅；冷酷无情
frost," n. 霜,冰冻,冷漠
vt. &vi. 覆着霜,冻结,结霜"
flock," n. 一群,信众,软填料,短绒,棉絮,毛屑
vt. 塞填充料
vi. 成群而行,聚集"
fertilizer, n. 肥料
fertile," adj. 肥沃的,能繁殖的
n. 多产,肥沃"
fertility," n. 肥沃, 丰饶, 生产力"
fertilize, vt.使肥沃； 使受孕； 施肥
facility, n.设备； 容易； 能力； 灵巧
fabric," n. 织物, 布, 结构"
excessive," adj. 过多的,过分的"
excess," adj. 过量的,附加的
n. 超过,超越,过度,过量"
exaggerate," vt. &vi. 夸大,夸张"
entertainment, n. 娱乐
elevation," n. 提拔，海拔,提高
[计算机] 标高"
elaborate," adj. 精细的, 详尽的, 精心的
v. 详细地说明, 用心地作, 推敲"
diameter, n. 直径
devise," vt. 设计,遗赠
n. 遗赠(的财产)"
delivery," n. 递送, 交付, 分娩"
deliver," vt.发表； 递送； 交付； 使分娩
vi.投递； 传送"
dam," n. 水坝
vt. 筑坝,抑制(情感）等"
chamber," n. 房间,会所,室
vt. 装入室中(枪膛)
adj. 室内演奏的"
census," n. 户口普查
v. 实施统计调查"
capillary," n. 毛细管
adj. 毛状的, 毛细管的"
boundary," n. 分界线, 边界"
automobile," n. 汽车
adj. 汽车的"
astronomer, n. 天文学家
astronomy, n. 天文学
astronomical, adj. 天文学的，巨大的
advent," n. 出现,到来"
wilderness," n. 荒野, 荒地"
wage," n. 薪水,报偿,代价
vt. &vi. 开始,进行（战争、运动）"
vital," adj. 至关重要的, 生死攸关的, 有活力的, 充满生机的"
tundra," n. 苔原, 冻土地带"
tile," n. 砖瓦
vt. 铺以瓦,铺以瓷砖"
therapy," n. 疗法,治疗"
swamp," n. 沼泽,湿地
v. 淹没,陷于沼泽"
susceptible," n. 易受影响者,易受感染者
adj. 易受影响的,易感动的,容许"
surplus," adj. 多余的,过剩的
n. 过剩,剩余物,盈余,顺差"
thoughtful," adj. 深思的,体贴的"
territory," n. 领土, 版图, 领域, 范围"
tenant," n. 房客,佃户
vt. 居住"
temper," n. 脾气；（钢等）回火；性情；倾向
vt. 使回火；锻炼；调和；使缓和
vi. 回火；调和"
tapestry," n. 挂毯
v. 饰以织锦画"
supreme," adj. 最高的, 至上的, 极度的"
supplant," v. 排挤,取代
vt. (用策略等)替换"
supersonic," adj. 超声波的，超音速的
n. 超声波，超音速（飞机）"
summit," n. 顶点;最高阶层
vi. 参加最高级会议,爬到最高点"
sulfate, n. 硫酸盐
stoneware, n. 粗陶器
starvation," n. 饿死, 饥饿"
stalk," n. 茎,追踪,高视阔步
vt.& vi. 悄悄靠近,蔓延,高视阔步"
spun," adj. 纺成的
v. 纺（spin的过去分词）；旋转"
sponge," n. 海绵, 海绵状的东西
v. 用海绵擦拭, 吸收掉, 抹掉"
in spite of," 不顾,不管
prep. 尽管"
spirit, n. 精神
spill," vt.& vi.溢出； 泼出； 涌出； 蜂拥而出
n.洒出； 泼出； 溢出；小塞子"
spider, n. 蜘蛛
sphere," adj. 球体的
n. 范围, 领域, 球, 球体"
solemn," adj. 庄严的, 严肃的, 隆重的"
sole," adj. 唯一的, 独占的
n. 脚底, 鞋底; sole 或soles 鳎鱼
vt. 给(鞋)换底"
socially," adv. 在社会上, 在社交上, 亲切地"
snowfall, n. 降雪，降雪量
slick," adj. 光滑的(巧妙的, 完全的, 老一套的, 第一流的)
adv. 滑溜地(直接地)"
slender," adj. 细长的, 苗条的, 微薄的, 少量的"
sketch," n. 素描,草图,概述,小品
vt. 描绘略图
vi. 写生"
silt," n. 淤泥
v. (使)淤塞"
Sierra Nevada, n. 内华达山脉(美国加利福尼亚州东部的花岗岩块状山脉)
shortage," n. 不足,缺少"
seemingly, adv. 表面上(看上去)
sedentary," adj. 久坐的, 固定不动的"
scurry," vt. 快跑(飞散)
n. 快跑(飞散)"
rudimentary," adj. 基本的(初步的, 起码的, 根本的)"
rotate," vt. &vi. (使)旋转,轮流
adj. 车轮状的"
rotation," n. 旋转,循环"
romanticism," n. 浪漫精神, 浪漫主义"
retail," n. 零售
vt. 零售
adj. 零售的
adv. 以零售形式"
replenish," vt. 补充,再装满
vi. 补充"
regulation," n. 规则, 规章, 管理
adj. 规定的, 官方的"
regulatory," adj. 管理的, 控制的, 调整的"
rear," n. 后面,背后,臀部
adj. 后面的,背面的,后方的
vt. 养育,饲养,举起,建立
vi. 高耸,用后腿站立"
radius," n. 半径,桡骨,半径范围,辐射区"
radiation," n. 辐射,放射线"
publication," n. 出版, 发行, 出版物, 公布, 发表"
prone," adj. 俯卧的, 易于...的, 有...倾向的"
probable," adj. 很可能的
n. 很可能的事"
prize," n. 奖品,珍品,战利品
vt. 重视
adj. 奖励的,杰出的"
prison," n. 监狱
vt. 囚禁, 关入监狱"
prestige," n. 威望,声望"
practitioner, n. 从业者
powder," n. 粉,粉末,细雪,火药
vt. 洒粉于,使变成粉,重击
vi. 变成粉,涂粉"
plumb," n. 铅锤, 垂直
v. （用铅垂）测量，探测
adv. 垂直地，彻底地
adj. 垂直的，完全的"
pamphlet, n. 小册子
ownership, n. 所有权
outlying," adj. 远离中心的, 偏僻的
adj. 在外侧的"
outermost," adj. 最外方的(最远的, 最高头的)"
otter," n. 水獭, 水獭皮"
ornate," adj. 装饰的, 华丽的"
octopus, n. 章鱼
obsidian, n. 黑曜石
numerical," adj. 数字的, 用数字表示的"
notwithstanding," adv. 虽然, 尽管
prep. 纵使
conj. 虽然"
norm," n. 标准,规范"
necessitate," v. 迫使, 使...成为必需, 需要"
navigate," vi. 航行,驾驶,操纵
vt. 航行,驾驶"
navigation," n. 航行, 航海, 导航"
navigable," adj. 可航行的,可通船的,适于航行的
adj. 容易环绕的."
moth, n. 蛾;飞蛾
mission," n. 任务,代表团,使命,传教
vt. 传教
[计算机] 使命"
minuscule," n. 草写小字,小写字
adj. 草写小字的,小写字的"
mild," adj. (烟、酒)味淡的,轻微的,温柔的,文雅的"
metabolism, n. 新陈代谢
metabolic, adj. 新陈代谢的
Mesopotamia, n. 美索不达米亚(亦称“两河流域”)
merchandise," n. 商品,货物
vt. &vi. 经营,推销, 销售, 经商"
meaningful," adj. 意义深长的,有意义的"
mate," n. 配偶, 同事, 助手
v. 使...配对, 交配, 使...一致, 结伴"
maser, n. 微波激射器
marsh," n. 沼泽, 湿地
Marsh：马什（人名）"
mallet," n. 木槌, 球棍, 棒"
lumber," n. 木材, 木料
v. 伐木
vi. 缓慢地移动
vt. 拖累"
lug," n. 柄，突出部，螺帽
n.(英）耳朵
笨蛋
vt. 拖，拉, 用力拖动"
loyalty," n. 忠诚, 忠心"
locomotive," n. 火车头, 机关车
adj. 运转的, 火车头的, 移动的"
locomotion," n. 运动, 移动, 转位"
lithosphere," n. 岩圈,地壳"
license," n. 批准,许可证,特许
vt. 允许,特许"
lecture," vt. &vi. 讲课, 教导
n. 演讲, 教训, 斥责"
last," adj. 最后的,末尾的,最近的,晚了，迟到了
adv. 最后,最新
n. 最后来的人（或发生的事）
vi. &vt. 持续"
lament," n. 悲叹, 悔恨, 恸哭
v. 哀悼, 悔恨, 悲叹"
kerosene, n. 煤油
journal," n. 日记, 杂志, 日报"
journalism," n. 新闻工作, 新闻业, 新闻写作"
jewelry," n. 珠宝, 珠宝类"
jaw," n. 颚,颌,说教,流言蜚语
vt. &vi. 喋喋不休,教训"
invader, n. 侵略者
invade," vt. 侵略,侵害,拥入"
inferior," adj. 次等的, 较低的, 不如的"
indispensable, adj. 不可缺少的
incidental," adj. 附带的, 偶然的, 容易发生的"
implication," n. 暗示,含意"
immense," adj. 巨大的,广大的,非常好的"
ignite," vi. 着火, 发光
vt. 点燃, 使...燃烧, 引发"
icy," adj. 冰的,冷淡的,滑溜的"
humanity, n. 人类 人性;人道;慈爱
humanitarian," n. 人道主义者, 博爱者, 基督凡人论者
adj. 人道主义的, 博爱的, 相信基督为凡人的"
host," n.[计算机]主机； 主人，东道主； 节目主持人； 酒店业主
vt.当主人； 主办宴会，主持节目； 款待，做东
vi.做主人，做东道主"
horn," n. 喇叭
n.(牛、羊等的)角, 喇叭, 触角
v.装角"
horizontal," adj. 水平的,横的
n. 水平线,水平面"
honor," n. 荣誉,荣幸,贞洁,正直,信用
vt. 尊敬,授予荣誉,实践,兑现"
honest," adj. 诚实的,正直的
adv. 老实说"
hibernate," vi. 过冬,冬眠,避寒"
heel," n. 脚后跟
v. 倾侧"
headquarter," vt. 总部设于
vi. 作为总部
n. (headquarters)总部,总局"
hazard," n. 冒险,危险,危害
v. 冒...的危险,赌运气"
harmony," n. 和弦,协调,和睦,调和"
harbor," n. 海港,避难所
vt. 庇护,心怀,窝藏
vi. 进入避祸所,生存"
gosling," n. 小鹅, 年轻无知的人"
gin," n. 杜松子酒
n. 弹棉机, 轧花机, 陷阱, 网
v. 用轧棉机去籽, 用陷阱（网）捕捉"
gigantic, adj. 巨大的
gear," n. 齿轮,传动装置,设备,工具
vt. &vi. 使适应于,以齿轮连起,配搭活动,调整"
fusion," n. 融合物,结合,融合"
frog," n. 蛙,马的蹄叉,刀剑的挂环"
frequency," n.&amp;adj. 频繁,频率"
formula," n.   公式,配方,规则；代乳品
adj. （赛车的）级的，方程式的"
forehead," n. 额,前额"
fortuitous," adj. 偶然的, 意外的，幸运的"
flush," n. 流溢, 面红, 旺盛, 冲水(尤指冲马桶), 突然萌发, (纸牌)同花顺, 清一色
[计算机] 冲洗
vi. 脸发红, 冲刷, 旺盛成长
vt. 用水冲洗, 惊起(一群鸟), 抄...老窝, 使兴奋
adj. 丰足的,齐平的,满盈的
adv. 正直地, 羞涩地"
fluid," adj. 流畅优美的,流体的,流动的,不稳定的
n. 流体,液体"
flake," vi. 剥落；成片状剥落
vt. 使…成薄片；将…剥落
n. 小薄片；火花"
firearm," n. 火器, 枪炮"
feldspar," n. 长石
=felspar"
fathom," n. 测量深度, 看穿, 了解，英寻（=6英尺)
vi. 测量深度
vt. 彻底了解，测深"
fate," n. 命运,天意
vt. 注定"
facilitate," vt. 帮助, 使...容易, 促进"
fortunate," adj. 幸运的,侥幸的"
experimentation," n. 实验, 试验"
expenditure," n. (时间、劳力、金钱等)支出,使用,消耗"
ethnic," adj. 民族的，种族的，有民族特色的
n. 少数民族的一员"
essence," n. 本质,精髓,要素,香精"
envision," n. 预想
v. 想象,预想
vt. 想象"
envelope," n. 信封, 封皮,壳层"
envelop," v. 包封, 遮盖, 包围"
enrich," vt. 使富足,使肥沃，添加元素"
endanger, vt. 危及，危害
ember, n. [pl.]余烬
dynamic," adj. 动态的, (有)动力的, (有)力的; 有活力的
n. 动力; 力学"
drift," n. 漂移,漂流物,观望,漂流,吹积物,趋势
vi. 漂移,漂流,吹积
vt. 使漂流,把...吹积"
dot," n. 小圆点,少量,小东西
vt. 作小点记号,点缀
vi. 作小点记号
[计算机] 点"
distrust," n. 不信任
vt. 不信任"
district," n. 区,地区,行政区
vt. 划分区域,划分地区"
disrupt," adj. 分裂的,分散的
v. 使...分裂,使...瓦解"
discipline," n. 训练, 纪律, 惩罚; 学科
vt. 训练, 惩罚"
dirt," n. 污垢,泥土, 污秽的言行,卑鄙的人,堕落,矿渣"
digest," n. 摘要
vt. 消化,理解
vi. 消化"
devoid," adj. 全无的, 缺乏的"
designate," adj. 指定的
vt. 指定,选派,标明"
descent," n. 下落,家世,倾斜,侵袭"
deforest, vt. 采伐森林，清除树林
deepen," vt. 使...加深, 使...强烈
vi. 加深，变浓"
dedicate," vt. 献出,提献辞,致力于"
deception," n. 骗局,诡计,欺骗,欺诈"
crown," n. 王冠,王权,顶点,花冠
vt. 使...成王,加冕,居...之顶,为牙齿镶上假齿冠
vi. 火迅速烧到树的顶端"
crevice, n. (岩石、墙等)裂缝
creator," n. 创造者，[计]创建者
Creator 
n. 上帝"
cranial," adj. 头盖的, 头盖形的"
cramp," n. 抽筋, 腹部绞痛, 铁箍
adj. 狭窄的, 难解的
v. 使...抽筋, 以铁箍扣紧, 束缚"
coverage, n. 涉及范围(如保险范围或储备金额)，涂层，新闻覆盖率
counterpart, n.  职位（或作用）相当的人；对应的事物
count," v. 计算, 视为, 依赖
n. 计数"
copy," n.复制品； 一份； （报刊等的）稿件； 准备排印的书面材料
vt.& vi.复制； 抄写； 容许复制的
vt.模仿； 仿造…的样式或图案； 抄写； 复制"
cope," v. (with)竞争,对抗,对付,妥善处理
vi. 对付,妥善处理"
contact," v. (与)联系, (与)接触
n. 接触, 联系; 联系人"
conifer, n. 针叶树
concrete," n. 水泥,混凝土
adj. 具体的,实在的,水泥的
vt. &vi. 凝结,结合"
concert," n. 音乐会, 一致, 和谐
vt. 制定计划, 通过协商达成一致
vi. 合作"
coach," n. 大巴, 教练; (火车)客车车厢, 四轮马车, 经济舱
vt. 训练, 指导
vi. 训练, 指导"
clan," n. 氏族, 宗族, 党派"
church," n. 教堂,礼拜仪式,基督教徒
adj. 教堂的
vt. 把...带到教堂接受某种宗教仪式"
chlorophyll, n. 叶绿素
chisel," n.凿子，錾子； <俚>诈骗
vt.& vi.凿，雕； 錾，镌； 欺骗； 钻进"
champion," n. 冠军, 拥护者, 勇士
vt. 保卫, 拥护"
celebrate," vt. &vi. 庆祝,祝贺,颂扬"
cedar, n. 雪松，雪松木材
caste," n. 印度的世袭阶级, (排他的)社会团体"
cap," n. 帽子,盖子,顶
vt. 给戴帽,覆盖顶端,超过,形成化学键于,抑制
vi. 形成化学键"
bowl," n. 碗, 物体的碗状部分, 季后赛, 圆形露天剧场
vi. 打保龄球, 快速移动
vt. 投球, 投球得分"
bovine," adj. (似)牛的, 迟钝的"
boulder, n. 大圆石，巨砾
bone," n. 骨,骨骼,核心
vt. 除去骨头,往衣服里加撑条,磨光表面
vi. 努力学习
adv. 非常地,极其地"
beak," n. 鸟嘴，鸟嘴装物体，鼻
n. 地方治安官，校长"
bake," vt. 烘焙,烤
vi. 烘焙,烤,变得炎热
n. 烘焙,烤"
background," n. 背景,幕后,配音
vt. 提供背景"
association," n. 联合,结合,交往,协会,社团,联想"
assistant," adj. 助理的；辅助的。
n. 助手助理；助教，店员"
assist," n. 帮助,协助,协助的器械
vt. 帮助,协助
vi. 帮助,协助,出席"
ascent," n. 上升, 上坡路，晋升，提升，追溯"
arise," vi. 上升,引起,出现"
arcade," n. 拱廊, 有拱廊的街道"
arboreal," adj. 树木的, 栖于树木的"
approval," n. 批准, 认可, 同意, 赞同"
angle," n. 角(度),角落
vt. 斜移,转变角度
vi. 钓鱼,谋取,转变角度
n. (Angle)盎格鲁人"
amplification," n. 扩大, 扩充，膨胀
n. 详述, 引伸，推广
n. 增幅, 放大(率), 放大倍数[系数]"
aluminum, n. 铝
altogether, adv. 总共，完全
allocate," v. 分派, 分配, 分配额"
aim," n. 目标,对准, 枪法
vt. 瞄准, 针对
vi. 旨在, 瞄准, 打算"
adept," adj. 熟练的, 老练的
n. 名手, 专家"
yield," n. 生产量, 投资收益
v. 生产, 屈服, 投降, 弯下去, 凹下去"
Yellowstone, n. 黄石公园(美国)
woody," adj. 多树木的, 木质的, 森林的"
woodpecker, n. 啄木鸟
wire," n. 电线,铁丝网,电报
vt. 给…装电线,用电报发,用导线连接
vi. 发电报"
willow, n. 柳树，柳木制品
whereby," adv. 借此(在...旁,凭什么)"
warehouse," n. 仓库
vt. 存入仓库"
viscosity," n. 粘度,粘性"
vine," n. 攀爬植物, 藤, 蔓"
vigorous," adj. 精力充沛的,元气旺盛的,有力的"
via, prep. 经由
venture," n. 冒险,风险,投机
vt. 敢尝试,谨慎地做，冒险一试
vi. 冒险做"
vent," n. 排气口, 表达, 发泄, 火山口
vt.&vi. 发泄, 表达, 排放"
vacation," n. 假期, 休假，腾出
vi. 度假"
vacancy," n. 空白, 空缺"
underneath," adv. 在下面
n. 下部, 底部
prep. 在...下面"
uncover," vt. 揭开,揭露"
turbulent, adj.骚乱的，混乱的； 激流的，湍流的； 吵闹的； 强横的
triple," n. 三倍之数,三个一组
adj. 三倍的"
tributary," adj. 纳贡的, 从属的, 补助的
n. 纳贡者, 属国, 支流"
transmission," n. 传输, 播送, 变速器, 传递的信息"
translate," vt. 翻译；转化；解释；转变为；调动
vi. 翻译"
trample," n. 踩踏
v. 践踏, 轻视"
torque, n. 转力矩; 捻扭的金属项圈、领圈或臂圈
toll," n. 通行费,代价,伤亡人数,钟声
vi. 征收通行税,鸣钟
vt. 向某人征税,钟响,引诱"
toe," n. 脚趾,足尖
vt. 趾触,趾踢
vi. 踮着脚尖走"
tobacco, n. 烟草
thereafter," adv. 其后, 从那时以后"
textbook," n. 课本, 教科书"
terrace," n. 平台,阳台,梯田
v. 使成阶地,使成梯田
vt. 使成梯田"
terminology," n. 术语,术语学"
tentacle," n. (动物)触角, 触须"
tenfold," adj. 十倍的, 十重的
adv. 成十倍, 成十重"
temple," n. 庙宇,寺院
n.太阳穴"
televise," v. 用电视播放, 用电视放映
vt. 用电视播放"
tap," n. 轻打, 水龙头, 电话窃听
vt. 从...放出液体, 自...某人处获取, 在...上装窃听器, 轻拍
vi. 轻拍"
synthesize, v. 合成
sympathy," n. 同情,忠诚,感应"
suspect," vt.猜疑（是）； 怀疑，不信任； 怀疑…有罪
n.嫌疑犯
vi.怀疑"
suppress," vt. 镇压,使...止住,禁止"
supervise," vt. 监督,管理,指导"
superheat," v. 过热化
n. 过热"
sum," n. 总数(计),金额,顶点,概略,一笔钱
vt. 总计,概括
vi. 总计"
suffer," vt. 遭受,忍受,允许
vi. 忍受,经历"
succulent," adj. 多汁的, 肉质的，有趣味的
n. 肉质植物"
subsistence," n. 生存, 生活"
subsidize," v. 给与补助金,给与奖助金,贿赂"
subscribe," vt. 签名,签署,支持
vi. 签名,签署,定期捐赠,订阅"
strategy," n. 战略, 策略"
stationary," adj. 不动的(稳定的)
n. 固定物(驻军)"
startle," n. 惊愕, 惊恐
v. 吃惊, 使...惊愕"
stagnant," adj. 不流动的, 不景气的"
squander," v. 浪费, 使...散开"
sprawl," vi. 蔓延；伸开手足躺；无计划地扩展
vt. 懒散地伸开；使蔓生
n. 蔓生；伸开手足躺卧姿势"
spring," n. 春天, 弹簧, 弹跳, 泉水, 投射
vt. 弹起, 使喷涌, 越过, 弹出, 释放, 发生, 跳, 裂开
vi. 射出, 涌入(出), 发芽, 长高"
spectator," n. 观众, 旁观者"
spectacle," n. 值得看的东西, 光景, 眼镜"
spearhead," n. 矛尖,突击队的先遣队,攻击的最前线
v. 做先锋,在前面带头做先锋"
sparse," adj. 稀少的, 稀疏的"
sparkle," n. 闪耀, 火花
v. 闪耀, 冒火花"
spark," n. 火花,朝气,情人,俗丽的年轻人
vi. 闪烁,冒火花,热情回应
vt. 激发,引起,追求"
soften," v. 使...变柔软,变柔和,减轻"
sodium, n. 钠
sociologist, n. 社会学家
soak," n. 浸,湿透,喝醉
vt. 使…湿透,浸泡在液体中,浸洗，吸入，使某人喝醉，向某人敲竹杠
vi. 浸入液体，渗透，感化（某人），无节制地喝酒"
snap," v. 猛咬, 谩骂, 砰然关上, 拍摄, 崩塌，劈啪作响
n. 啪嗒声, 快镜头，突然释放
adj. 匆忙的，突然的
adv. 劈啪作响地"
smoky," adj. 烟雾弥漫的，冒烟的, 呛人的
=smokey"
slush," n. 软泥(油灰, 水泥沙浆, 脂膏)
vt 灌泥浆于(涂敷糊料, 减水作用, 溅湿)"
slice," n. 薄的切片,一部份,锅铲
vt. 切成薄片,大幅降低"
slate," n.板岩,石板,石片,石板色,候选人名单
adj. 暗蓝灰色的,含板岩的
vt. 用石板覆盖,痛打,提名,预订"
skyscraper, n. 摩天大楼
skeptical, adj. 怀疑的
situate," vt. 位于, 坐落在
adj. 位于...的，坐落在...的"
silicon, n. 硅
shale," n. 页岩, 泥板岩"
shaft," n. 轴，杆状物，井状通道；井穴
vt. 亏待；苛待；欺骗"
shade," n. 色度,荫凉处,稍微
vt. &vi. 渐变,遮蔽,微减"
sensory," adj. 知觉的, 感觉的, 知觉器官的"
seep," v. 渗出, 渗漏
n. 渗漏，小泉，水（油）坑"
secular," n. 牧师,凡人
adj. 世俗的,现世的,不朽的"
scope," n. 能力，范围，眼界，机会，余地
vt. 仔细研究"
scavenger," n. 清除剂(清道工,选池,基接受体)"
salty, adj. 咸的
salary," n. 薪水
vt. 给...薪水"
saint," n. 圣人,圣徒
vt. 把...封为圣人"
sacred," adj. 神圣的,受尊重的"
rust," n. 铁,锈
vi. 生锈,变成红棕色
vt. 使...生锈,损害"
ridiculous, adj. 可笑的；荒谬的
revere," v. 尊敬, 敬畏, 崇敬
里维尔(美国马萨诸塞州城市, 避暑胜地)"
retract," vt. 缩进(拉回,退回,取消)
n. 收缩核"
reputation," n. 声誉,好名声"
repertoire," n. (准备好演出的)节目, 保留剧目, (计算机的)指令表, 指令系统, &lt;美&gt;(某个人的)全部技
能, 清单,指令表"
render," vt. 使成为, 提供, 报答, 着色; 执行, 实施
vi. 给予补偿
n. 交纳, 粉刷, 打底"
refine," vt. 精炼,净化,使优雅
vi. 被提纯,改进"
recruitment," n. 征募新兵, 补充"
recording," n. 录音
动词record的现在分词"
receptor," n. 受容器, 感觉器官, 摄取体"
rebound," n. 弹回
vt.&amp; vi. 弹回"
reap," vt. 收割,收获,获得
vi. 收割"
raft," n. 筏, 救生艇, 大量
v. 乘筏, 制成筏"
quarry," n. 采石场, 猎获物, 出处，被追逐的目标
v. 挖出, 苦心找出"
pursuit," n. 追求, 追赶, 工作"
pursue," v. 追捕, 追求, 继续从事"
purification," n. 净化，提纯, [宗]涤罪"
protrude," v. 使突出，伸出,突出"
prose," adj. 散文的
n. 散文"
prolong," vt. 延长,拖延"
prodigious," adj. 巨大的,奇异的
n. 奇迹"
proceed," vi. 继续进行; 开始, 着手"
prizefight, n. 职业拳击赛
prerecord, v. 事先录音
pregnant," adj. 怀孕的，意味深长的,含蓄的，富于想象力的"
portable," adj. 轻便的,手提式的
n. 手提打字机"
port," n.港口； （事情的）意义； （计算机与其他设备的）接口； （船、飞机等的）左舷
vt.举枪； 持枪； 左转舵
vi.转向左舷
adj.左舷的，左侧的
vt.& vi.转舵（向左），把（舵）转向左边
adv.向左舷，向左"
porpoise," n. 海豚
vi. (船，鱼雷)在水面急行"
plutonic," adj. 火成岩的, 深成的
Plutonic
adj. [希神]普路托的, 阴间的, 冥王星的
=Plutonian"
plug," n. 塞子,消防栓,电插头
vt. 塞住,射杀,宣传
vi. 射杀,持续的工作"
plow," n. 犁,耕地
vt. 耕犁,
vi. 用犁,费力前进,辛苦进行"
plight," n. 困境,境况,誓约,艰难
vt. 宣誓,保证,约定"
plaster," n. 石膏, 灰泥, 膏药
v. 涂以灰泥, 敷以膏药, 使...平"
pit," n. 深坑,核,矿井,陷阱,英国剧场正厅后排, 凹陷疤痕
vt. 使...有伤痕,去...的核,与...较量"
pillow," n. 枕头
vt. 枕,搁,垫"
pet," adj. 宠爱的,珍爱的
n. 宠物,生气
vt. 宠爱,抚摸,溺爱
vi. 拥抱"
pest, n. 害虫
persist," vi. 坚持,固执,持续"
perishable," adj. 易腐烂的, 会枯萎的, 会死的
（复数）perishables:易腐烂的东西（尤指食物）"
percussion," n. 打击乐器，撞击，碰撞, 振动,引爆 [医]叩诊"
perceive," v. 察觉, 感觉, 认知, 理解"
peninsula, n. 半岛
penchant, n. 喜好(倾向)
patent," n. 专利权,执照,专利品
adj. 专利的,显著的,新奇的
v. 取得...的专利权,请准专利"
patch," n. 片,补丁,碎片
vt. 补缀,掩饰,平息"
pasture," n. 牧场
v. 吃(草)
vt. 放牧"
passive," adj. 被动的,消极的
n. 被动性"
parrot," n. 鹦鹉, 盲目重复或模仿他人行为的人
vt. 学舌, 盲目重复或模仿"
parasitic," adj. 寄生的, 靠他人为生的
=parasitical"
parade," n. 游行,阅兵,轮替, 夸耀, 广场
vi. 参加游行, 阅兵, 散步, 炫耀
vt. 使参加游行, 校阅, 绕行, 夸耀"
panic," n. 恐慌,惊惶
adj. 惊慌的,没有理由的,恐慌的
vt. 使...惊慌"
oversee," v. 向下看,了望,监督"
overlap," n. 重叠,重复
vt. 重叠,重复
vi. 有重叠部分
[计算机] 重叠"
orderly," adj. 有秩序的, 整齐的, 一丝不苟的, 和平的
adv. 有秩序地，有条理地，依次地
n. 勤务兵, （医院的）勤务工"
optical," adj. 眼睛的, 视觉的, 光学的"
onward," adj. 向前的, 前进的
adv. 向前, 前进, 在先"
offspring," n. 子孙, 后代, 产物"
notable," adj. 显著的, 著名的
n. 名人"
nomadic," adj. 游牧的, 游牧民族的, 流浪的"
nodule," n. [医]小瘤, 小结节"
nitric," adj. 氮的, 含氮的, 硝石的"
